12.0;10.0;0
1.0;10.0;1
2.0;10.0;1
15.0;10.0;1
4.0;10.0;1
8.0;10.0;1
13.0;10.0;1
7.0;10.0;1
5.0;10.0;1
11.0;10.0;1
10.0;10.0;1
9.0;10.0;1
0.0;10.0;1
6.0;10.0;0
14.0;10.0;1
1.0;17.0;0
2.0;17.0;1
15.0;17.0;1
4.0;17.0;1
8.0;17.0;1
13.0;17.0;1
7.0;17.0;1
5.0;17.0;1
11.0;17.0;1
10.0;17.0;0
9.0;17.0;1
0.0;17.0;1
6.0;2.0;1
14.0;17.0;1
3.0;10.0;1
12.0;2.0;1
1.0;13.0;1
2.0;27.0;0
15.0;27.0;1
4.0;27.0;0
8.0;27.0;0
13.0;27.0;1
7.0;27.0;0
5.0;27.0;0
11.0;27.0;0
10.0;13.0;0
9.0;27.0;1
0.0;27.0;1
6.0;6.0;1
14.0;27.0;1
12.0;6.0;1
1.0;15.0;1
2.0;21.0;1
15.0;47.0;0
4.0;21.0;0
8.0;21.0;1
13.0;47.0;0
7.0;21.0;1
5.0;21.0;0
11.0;21.0;0
10.0;11.0;1
9.0;47.0;0
0.0;47.0;1
6.0;8.0;1
14.0;47.0;1
12.0;8.0;1
1.0;16.0;1
2.0;24.0;1
15.0;38.0;0
4.0;18.0;1
8.0;24.0;1
13.0;38.0;1
7.0;24.0;1
5.0;18.0;0
11.0;18.0;1
10.0;12.0;1
9.0;38.0;0
0.0;38.0;0
6.0;9.0;1
14.0;38.0;1
12.0;9.0;1
1.0;22.0;1
2.0;90.0;0
15.0;32.0;0
4.0;19.0;1
8.0;90.0;0
13.0;42.0;1
7.0;90.0;0
5.0;18.0;1
11.0;19.0;1
10.0;14.0;1
9.0;32.0;0
0.0;32.0;1
